Age,Gender,Study_Hours,Class_Attendance,Tuition,Exam_Frequency,Assignment_Load,Sleep_Hours,Physical_Exercise,Social_Media_Use,Screen_Time,Family_Income_Level,Peer_Pressure,Family_Support,Anxiety_Level,University_Type,Stress_Score,Stress_Level
23,Female,4,41,Yes,9,8,6,Yes,4,10,Low,4,6,3,National University,20,Medium
21,Female,5,41,Yes,9,8,9,No,1,7,Medium,1,1,6,National University,21,High
22,Male,4,54,No,1,7,9,No,7,9,High,6,1,9,Public University,23,High
20,Female,7,57,Yes,7,8,4,No,7,1,Low,5,1,4,National University,22,High
20,Male,1,93,Yes,5,6,5,No,4,10,Medium,3,8,6,Private University,18,Medium
22,Female,3,50,No,6,5,8,No,7,5,Medium,2,5,9,National University,19,Medium
21,Male,3,59,Yes,4,7,6,No,7,3,Medium,3,3,6,Public University,18,Medium
24,Male,3,94,No,9,3,4,Yes,0,3,Low,3,9,7,National University,7,Low
19,Female,3,75,Yes,6,6,4,Yes,1,1,Medium,2,8,5,Public University,5,Low
22,Male,3,73,No,5,4,8,No,5,8,Low,9,5,9,Private University,18,Medium
19,Male,8,77,No,7,4,9,No,6,7,Medium,3,8,2,National University,9,Low
19,Female,9,76,Yes,3,9,7,No,7,7,Low,3,5,7,National University,21,High
22,Male,4,64,Yes,7,3,9,No,5,1,Medium,4,1,7,Public University,13,Medium
21,Male,4,47,No,2,2,9,No,7,1,Medium,1,6,5,Private University,2,Low
22,Male,8,71,Yes,6,5,9,No,5,1,High,8,5,4,National University,7,Low
21,Female,8,65,Yes,2,1,9,Yes,4,5,High,6,9,6,Private University,-2,Low
19,Male,1,47,No,1,2,5,Yes,7,8,Low,8,3,1,National University,9,Low
23,Male,5,54,No,8,9,8,Yes,5,7,Low,8,9,6,Public University,16,Medium
19,Male,3,90,Yes,7,8,4,Yes,7,8,Medium,1,4,3,Private University,23,High
21,Male,9,77,Yes,1,9,5,No,3,3,Medium,5,2,1,National University,10,Low
22,Male,4,78,Yes,4,1,4,Yes,2,6,Medium,3,7,9,Private University,9,Low
24,Male,0,75,Yes,5,5,9,Yes,2,2,High,5,9,3,Public University,-3,Low
23,Female,9,64,No,7,2,8,No,5,4,Low,3,7,4,National University,7,Low
21,Female,6,62,No,3,6,9,Yes,5,4,High,1,4,7,National University,10,Low
20,Female,9,45,Yes,5,8,4,Yes,2,3,High,7,4,1,Private University,9,Low
21,Female,8,79,Yes,9,9,7,Yes,0,4,Medium,7,4,4,Public University,13,Medium
24,Female,9,40,No,1,5,4,No,7,4,Medium,8,8,9,National University,14,Medium
24,Female,8,78,Yes,2,7,5,No,5,9,Low,4,2,2,Public University,18,Medium
22,Male,8,76,No,2,2,7,Yes,2,10,Medium,7,4,1,National University,4,Low
23,Female,4,49,No,9,4,4,No,6,2,High,9,2,9,Public University,24,High
19,Male,0,73,No,8,9,8,No,7,3,High,9,5,2,National University,16,Medium
24,Female,2,98,No,1,8,7,Yes,3,9,High,8,7,4,Public University,9,Low
19,Male,6,59,No,3,1,7,No,6,5,Medium,9,2,8,Public University,14,Medium
21,Male,5,60,Yes,4,6,7,No,3,5,Medium,5,5,6,Public University,12,Medium
22,Male,9,50,Yes,5,4,8,Yes,0,11,Medium,6,3,5,National University,12,Medium
21,Male,2,66,No,4,3,8,Yes,2,2,Low,6,5,7,National University,3,Low
20,Female,7,48,No,6,4,7,Yes,7,3,Medium,9,8,7,Private University,10,Low
22,Female,9,55,Yes,8,9,6,Yes,2,4,Medium,7,9,2,Private University,8,Low
20,Male,2,92,No,4,8,7,No,5,10,Medium,5,2,1,Public University,19,Medium
23,Female,5,60,No,7,1,6,No,6,2,Medium,3,3,4,National University,11,Medium
19,Male,1,82,Yes,5,8,5,No,7,5,Low,3,9,8,Public University,19,Medium
20,Female,2,85,Yes,4,2,5,No,7,3,Medium,2,6,8,Private University,13,Medium
20,Female,7,54,No,5,1,5,Yes,0,8,High,1,5,2,Private University,4,Low
20,Female,2,49,No,8,2,7,No,5,1,Medium,7,9,3,Public University,3,Low
22,Female,3,58,No,7,4,5,Yes,5,1,High,4,3,3,Public University,10,Low
22,Female,1,52,Yes,3,4,4,Yes,7,1,High,9,9,5,Public University,5,Low
20,Male,9,94,Yes,5,3,4,Yes,6,2,Medium,7,1,9,Public University,18,Medium
22,Female,6,83,No,9,3,7,No,2,9,Low,4,6,2,Private University,12,Medium
24,Female,9,60,Yes,9,3,5,Yes,4,4,Medium,2,8,8,Public University,13,Medium
21,Female,7,89,No,8,8,5,Yes,6,7,Medium,5,5,8,Public University,25,High
20,Male,8,46,No,1,9,4,Yes,1,1,High,5,3,1,National University,4,Low
22,Female,0,88,No,6,4,6,No,6,7,Medium,8,9,5,Private University,13,Medium
19,Female,9,61,No,7,7,5,Yes,4,10,Medium,3,8,9,Public University,22,High
22,Male,1,40,Yes,2,9,7,No,4,4,Low,3,3,1,Public University,10,Low
24,Male,4,55,Yes,1,6,9,No,2,1,Medium,4,9,1,Public University,-7,Low
21,Male,9,48,No,5,1,6,No,0,2,Medium,3,3,6,Public University,5,Low
20,Male,6,48,Yes,6,5,5,No,2,5,Medium,2,2,1,Private University,12,Medium
24,Female,6,73,Yes,5,7,5,No,5,3,Low,4,7,1,Public University,9,Low
19,Female,6,83,No,7,8,8,Yes,6,10,Low,8,1,7,Private University,27,High
22,Female,1,88,No,5,1,9,No,1,8,Medium,6,3,1,Private University,4,Low
24,Male,0,45,No,1,3,6,No,5,5,High,6,4,3,National University,7,Low
24,Female,9,70,Yes,2,5,9,No,5,10,Medium,3,5,3,Private University,11,Medium
19,Male,9,66,No,4,1,9,Yes,5,3,Medium,7,8,4,Public University,-2,Low
21,Male,0,99,Yes,5,6,5,No,2,7,Medium,3,4,3,National University,14,Medium
24,Male,7,45,No,8,2,6,Yes,5,4,Medium,5,7,9,Private University,13,Medium
22,Female,9,68,No,6,4,7,No,0,7,High,2,4,4,Public University,10,Low
22,Male,6,51,No,9,1,7,Yes,7,7,Medium,7,9,8,National University,14,Medium
21,Female,1,84,No,5,1,7,Yes,1,11,Low,3,5,2,Private University,6,Low
19,Female,6,52,Yes,4,8,9,Yes,7,1,Medium,9,5,6,National University,10,Low
22,Male,2,50,No,6,8,5,Yes,0,3,Low,9,7,6,National University,9,Low
21,Male,7,47,Yes,2,6,7,Yes,3,4,High,7,7,2,Private University,1,Low
19,Male,2,49,Yes,8,9,6,No,0,7,Medium,9,6,1,Public University,13,Medium
19,Female,3,80,No,4,9,4,No,3,3,Low,1,2,8,Public University,21,High
23,Male,9,93,No,9,9,6,Yes,7,2,Medium,1,2,8,Public University,25,High
23,Male,0,99,No,5,7,6,Yes,4,9,Low,3,1,7,Public University,23,High
22,Male,0,82,Yes,9,4,6,No,0,3,Medium,4,2,8,National University,16,Medium
20,Female,5,60,Yes,4,1,5,No,7,8,Medium,6,2,5,Private University,18,Medium
24,Male,3,42,No,9,9,5,No,0,5,Low,8,7,2,National University,13,Medium
24,Male,9,58,No,8,9,7,No,3,2,Low,1,4,8,Public University,19,Medium
22,Female,7,77,No,5,5,5,No,3,10,Medium,2,6,9,Public University,21,High
19,Male,0,41,No,5,9,5,Yes,5,11,Medium,9,7,5,National University,21,High
21,Male,6,70,No,7,1,4,Yes,1,9,Low,4,8,3,Public University,7,Low
24,Female,7,47,Yes,1,7,9,No,4,2,Medium,4,1,1,National University,5,Low
24,Female,3,82,Yes,4,6,4,No,1,6,Low,7,4,8,Private University,17,Medium
23,Male,3,40,No,3,8,5,Yes,1,1,Low,3,9,1,Public University,-2,Low
20,Female,6,41,Yes,1,5,7,No,2,1,High,1,8,9,National University,3,Low
21,Female,6,82,No,4,5,5,Yes,2,1,High,1,7,8,Public University,6,Low
20,Male,5,84,No,3,6,9,Yes,1,4,Low,3,7,3,National University,-1,Low
19,Male,5,90,Yes,2,9,9,Yes,5,4,High,5,2,5,Private University,12,Medium
21,Male,0,55,Yes,2,6,9,Yes,2,9,High,1,8,3,Public University,3,Low
20,Male,4,94,Yes,2,7,5,No,1,9,Medium,8,8,7,National University,13,Medium
21,Female,6,91,Yes,3,1,7,No,0,6,Low,7,6,7,Public University,4,Low
23,Female,7,40,No,3,7,9,Yes,6,9,Medium,2,8,8,National University,14,Medium
22,Male,2,67,No,6,7,7,No,2,7,Medium,9,4,6,Private University,17,Medium
23,Female,3,50,No,1,8,5,No,5,10,Low,8,8,3,National University,14,Medium
24,Male,3,46,Yes,8,4,4,No,7,6,High,5,4,8,Private University,25,High
23,Female,1,44,No,7,7,8,Yes,1,10,Medium,5,4,1,Private University,12,Medium
20,Male,0,50,No,2,4,6,No,3,9,Medium,5,4,4,National University,12,Medium
20,Female,7,93,Yes,9,6,7,No,0,8,Low,3,5,9,Private University,20,Medium
23,Female,9,57,No,1,8,8,No,2,5,Low,2,7,5,National University,6,Low
24,Female,6,46,No,3,4,6,No,5,10,Low,1,4,3,National University,15,Medium
21,Male,0,96,No,3,8,8,Yes,1,4,Low,8,2,8,Public University,12,Medium
21,Female,9,52,Yes,4,5,5,No,7,8,Medium,9,5,3,Private University,17,Medium
21,Male,4,93,Yes,2,3,7,Yes,1,5,Medium,4,6,8,Public University,4,Low
21,Female,9,62,Yes,9,2,6,No,5,10,Low,4,7,9,Private University,22,High
22,Male,2,81,Yes,7,5,4,No,3,10,High,7,7,5,National University,19,Medium
22,Female,5,73,No,1,4,7,No,7,1,Low,9,3,6,National University,9,Low
23,Male,4,67,No,4,8,6,No,4,10,Low,7,5,3,National University,18,Medium
23,Female,2,56,No,5,1,8,Yes,0,7,High,7,5,3,Private University,1,Low
21,Male,0,40,No,8,6,9,Yes,3,5,Low,2,7,2,National University,6,Low
20,Male,2,45,Yes,2,8,8,Yes,4,4,Low,6,1,7,National University,14,Medium
22,Female,3,82,No,5,7,8,No,0,8,Low,2,1,6,Private University,17,Medium
19,Male,6,70,No,9,5,4,No,7,4,Medium,6,9,7,National University,19,Medium
24,Male,3,63,No,2,6,7,Yes,6,4,Low,8,6,3,Private University,6,Low
22,Male,5,72,Yes,9,3,7,Yes,3,6,Medium,1,5,3,Public University,10,Low
20,Female,1,51,No,8,5,6,No,4,7,Medium,1,6,7,Public University,19,Medium
21,Female,6,55,No,6,2,8,Yes,6,5,Medium,6,2,3,Public University,10,Low
20,Female,6,52,No,1,8,7,No,7,11,High,8,5,9,National University,24,High
19,Male,4,80,Yes,4,5,7,No,0,6,Medium,9,9,3,National University,2,Low
23,Female,4,68,No,9,7,6,Yes,6,3,High,9,4,1,Private University,14,Medium
21,Female,6,40,No,7,3,8,Yes,3,9,Low,1,8,7,Private University,11,Medium
22,Male,2,72,No,1,8,9,Yes,1,7,High,4,2,8,Private University,12,Medium
24,Female,0,87,Yes,3,4,7,Yes,6,3,Low,8,5,5,Private University,7,Low
21,Female,3,74,No,7,6,9,Yes,0,8,Medium,7,8,9,Public University,11,Medium
24,Female,6,72,No,7,5,7,Yes,6,1,Low,3,7,2,Private University,5,Low
19,Male,0,53,No,7,1,6,Yes,7,7,Low,6,8,8,National University,14,Medium
22,Male,4,75,No,9,9,6,No,6,11,High,7,8,5,National University,26,High
22,Male,8,54,Yes,6,7,4,Yes,1,3,Medium,9,1,8,Private University,18,Medium
20,Female,9,41,No,6,1,9,No,4,2,Medium,6,5,8,Private University,7,Low
19,Female,1,57,Yes,7,3,4,Yes,6,2,Medium,5,4,4,National University,12,Medium
21,Male,5,94,No,9,1,9,No,3,8,Medium,4,9,2,National University,5,Low
21,Female,5,84,No,1,1,7,No,7,11,Medium,4,2,3,National University,14,Medium
19,Male,5,76,Yes,1,8,8,No,0,1,Low,4,1,1,Public University,2,Low
20,Male,5,53,No,5,6,7,No,3,7,Medium,3,5,5,Public University,14,Medium
24,Male,1,51,No,2,7,7,Yes,7,11,Low,4,8,6,Private University,16,Medium
24,Female,4,97,No,7,5,6,Yes,0,6,Medium,3,3,7,Public University,14,Medium
23,Female,6,85,Yes,7,1,8,No,7,3,High,2,7,3,Private University,6,Low
19,Female,3,40,Yes,9,8,7,Yes,4,8,Medium,7,2,8,National University,26,High
24,Female,6,95,Yes,4,5,4,Yes,5,6,Low,6,1,9,Public University,22,High
21,Female,1,52,No,4,2,6,No,5,11,Medium,1,8,2,Public University,10,Low
23,Male,6,67,Yes,4,5,9,Yes,5,1,High,8,2,2,Private University,4,Low
24,Female,5,61,No,1,9,9,Yes,2,5,High,1,7,2,Private University,1,Low
24,Male,7,57,No,2,8,7,Yes,2,10,Medium,9,1,8,Private University,20,Medium
23,Male,8,98,Yes,5,7,8,Yes,2,6,Medium,2,4,4,Public University,10,Low
21,Female,0,84,Yes,5,2,6,No,5,7,Low,4,6,9,Private University,16,Medium
20,Male,7,73,No,7,5,9,Yes,5,9,High,2,1,3,Private University,17,Medium
21,Female,9,70,Yes,1,2,4,No,5,8,Medium,9,2,8,Private University,18,Medium
23,Female,3,75,Yes,6,4,8,No,7,1,Low,4,1,7,National University,16,Medium
20,Male,8,63,No,3,6,5,Yes,0,2,High,9,7,8,National University,5,Low
23,Female,8,54,No,1,1,4,Yes,5,5,High,1,2,5,Private University,9,Low
21,Male,7,58,Yes,5,8,8,No,2,5,Low,8,3,8,Public University,17,Medium
20,Male,0,79,Yes,9,7,4,No,6,1,Low,9,4,8,Private University,23,High
22,Female,9,47,No,1,9,7,No,6,8,Low,7,8,8,National University,17,Medium
20,Female,5,82,No,9,2,9,Yes,7,11,Low,3,2,9,Public University,25,High
23,Female,6,58,Yes,3,9,4,No,3,9,Medium,5,7,5,Private University,18,Medium
23,Male,5,56,Yes,7,2,6,No,4,5,Medium,3,5,4,Public University,11,Medium
23,Female,4,56,Yes,6,6,4,No,3,9,Low,2,2,8,Private University,26,High
19,Female,6,48,Yes,6,4,6,Yes,5,7,Medium,7,6,5,Public University,13,Medium
23,Male,5,62,Yes,7,3,8,Yes,3,9,High,9,2,5,National University,15,Medium
24,Male,8,76,No,9,6,5,No,1,2,Medium,6,6,9,National University,16,Medium
22,Female,1,85,Yes,7,9,5,No,5,2,Low,3,1,5,National University,22,High
20,Male,1,90,Yes,3,4,5,Yes,3,8,Medium,8,8,1,Private University,4,Low
20,Female,9,44,No,9,2,9,No,3,4,Low,8,5,2,Private University,6,Low
22,Female,2,98,No,1,5,7,No,3,1,High,8,9,8,Public University,2,Low
22,Female,2,92,Yes,2,9,5,No,5,7,Medium,4,4,1,National University,15,Medium
24,Female,3,92,Yes,9,9,8,No,4,2,Medium,9,2,9,Private University,23,High
24,Female,4,65,No,8,6,5,No,3,7,Low,5,6,5,Private University,18,Medium
19,Male,5,46,No,5,4,6,No,5,3,Low,9,9,4,Public University,6,Low
21,Male,7,45,No,6,2,8,No,2,5,High,6,8,3,National University,2,Low
23,Female,2,90,Yes,5,1,7,Yes,5,5,Low,2,9,4,Private University,2,Low
22,Male,7,86,Yes,9,4,5,No,3,9,Medium,3,5,2,Private University,17,Medium
24,Male,8,53,No,1,7,9,Yes,3,10,Medium,6,8,8,Public University,10,Low
22,Male,2,77,Yes,1,7,5,No,0,6,Medium,5,9,1,Private University,1,Low
23,Male,5,41,Yes,6,5,4,No,4,7,Medium,6,7,9,Private University,20,Medium
21,Male,6,94,Yes,5,1,8,No,7,9,High,5,9,5,Private University,10,Low
23,Female,3,72,Yes,6,6,4,No,2,5,High,4,6,8,Private University,17,Medium
21,Male,1,51,Yes,1,3,6,No,2,4,Low,3,3,3,National University,4,Low
22,Male,5,77,No,5,4,8,No,3,1,Medium,7,4,6,Private University,7,Low
22,Female,0,58,No,5,4,4,No,2,9,Low,8,7,8,Private University,17,Medium
20,Male,9,75,No,2,7,9,No,7,2,Medium,2,8,3,National University,4,Low
21,Male,4,60,Yes,9,5,8,Yes,6,8,Low,7,9,9,National University,18,Medium
19,Female,4,74,Yes,1,2,9,Yes,7,6,Medium,2,2,5,National University,8,Low
21,Male,8,72,Yes,3,7,5,Yes,7,7,Low,6,2,8,National University,23,High
21,Female,2,69,No,8,4,9,No,5,1,Low,8,3,3,National University,9,Low
21,Female,4,98,No,1,1,7,No,2,5,High,9,8,6,Public University,0,Low
20,Female,1,75,No,4,6,8,Yes,3,7,Medium,1,9,4,Private University,5,Low
23,Male,2,41,No,6,1,4,Yes,0,4,Medium,4,9,1,Private University,-3,Low
20,Female,9,71,No,7,1,8,No,3,3,Low,8,2,8,National University,12,Medium
22,Female,9,76,Yes,7,1,9,No,7,9,Medium,3,9,8,Public University,14,Medium
19,Male,4,80,No,2,1,6,Yes,4,9,Low,6,6,7,Public University,9,Low
21,Male,3,49,No,9,3,8,Yes,0,5,Medium,7,1,1,National University,7,Low
23,Female,0,40,Yes,5,5,4,Yes,5,1,Medium,2,6,9,National University,13,Medium
24,Female,5,89,Yes,4,9,4,Yes,2,1,High,6,7,6,Public University,9,Low
24,Male,0,77,No,1,3,9,Yes,5,10,High,2,3,3,Public University,8,Low
20,Female,9,92,Yes,5,5,4,Yes,7,4,Low,2,2,2,Public University,15,Medium
22,Female,1,49,Yes,7,2,7,Yes,3,5,High,4,8,4,National University,4,Low
20,Male,3,94,Yes,7,6,5,No,5,7,Medium,5,6,2,Public University,16,Medium
22,Male,8,78,Yes,5,6,8,Yes,7,5,Low,2,4,6,Public University,15,Medium
22,Female,4,83,Yes,7,9,4,Yes,3,6,Medium,8,4,8,National University,23,High
20,Male,9,67,No,1,9,5,Yes,0,10,Low,9,9,5,National University,9,Low
22,Female,9,70,No,5,6,7,Yes,5,5,Medium,2,4,4,National University,12,Medium
19,Male,0,45,Yes,1,7,7,No,4,9,High,6,6,3,Private University,11,Medium
19,Female,1,60,Yes,4,3,4,Yes,2,2,Low,1,5,1,Private University,1,Low
20,Male,4,83,Yes,3,8,5,Yes,1,9,Medium,5,9,8,Private University,13,Medium
23,Male,0,43,Yes,4,2,4,No,2,1,Low,4,2,8,National University,11,Medium
19,Male,3,65,Yes,8,1,8,Yes,0,11,Low,9,7,5,Public University,8,Low
23,Male,7,79,Yes,3,1,8,Yes,3,6,Low,4,4,3,Public University,2,Low
19,Female,5,49,No,6,3,4,No,6,11,High,4,3,5,Public University,24,High
24,Male,6,40,Yes,4,7,6,Yes,2,7,Low,8,1,4,Private University,15,Medium
20,Male,4,95,No,4,2,9,Yes,6,8,Low,8,5,3,Public University,7,Low
19,Male,3,84,No,9,2,8,No,6,6,Medium,3,7,3,Private University,11,Medium
23,Female,8,94,Yes,6,7,5,Yes,7,11,Low,6,2,7,National University,29,High
20,Male,1,56,Yes,7,3,4,No,1,10,Medium,6,8,4,Private University,13,Medium
19,Male,3,48,No,4,2,8,Yes,6,8,Medium,7,5,7,Public University,12,Medium
23,Female,1,88,Yes,8,3,9,No,4,3,Low,2,1,6,Public University,14,Medium
20,Female,7,68,Yes,5,8,4,Yes,0,3,Medium,9,4,3,Private University,9,Low
20,Male,0,63,No,3,6,4,No,0,3,High,2,6,2,Private University,4,Low
24,Female,2,69,No,3,9,4,Yes,0,8,Low,1,7,2,Public University,9,Low
21,Male,8,89,Yes,8,2,5,Yes,4,6,Low,4,1,9,National University,21,High
20,Male,5,46,No,4,2,8,Yes,7,6,Medium,8,4,9,National University,14,Medium
20,Female,5,94,No,4,6,8,Yes,5,11,Medium,3,3,9,National University,22,High
22,Male,8,66,No,9,9,4,No,2,4,Low,2,9,6,National University,17,Medium
20,Male,8,56,No,1,2,6,No,1,9,Low,1,1,4,Private University,10,Low
21,Male,8,90,No,4,8,9,Yes,2,8,Medium,6,6,1,Public University,6,Low
21,Female,8,97,No,7,7,5,Yes,4,2,Low,3,3,1,Public University,11,Medium
23,Female,9,47,No,4,4,4,Yes,3,4,Low,6,4,5,Public University,10,Low
21,Male,9,78,Yes,7,6,8,No,4,8,Low,2,4,1,National University,14,Medium
24,Female,5,45,Yes,8,4,6,No,3,9,Low,5,2,4,Private University,20,Medium
23,Female,9,73,No,2,6,7,No,3,5,Medium,5,8,4,Private University,5,Low
21,Male,9,46,Yes,9,2,6,Yes,2,11,Medium,3,4,3,Public University,15,Medium
21,Male,7,90,No,2,8,9,Yes,1,2,Low,9,7,3,Public University,-2,Low
19,Female,8,56,Yes,5,2,4,No,2,7,Low,9,1,1,Private University,12,Medium
22,Male,7,70,Yes,8,8,5,Yes,0,3,Low,4,7,7,National University,12,Medium
19,Male,8,69,Yes,7,2,8,No,4,6,Medium,3,1,2,National University,12,Medium
24,Male,5,50,Yes,7,5,8,Yes,2,1,Low,5,4,7,Private University,8,Low
23,Female,4,93,Yes,9,3,9,No,6,7,Low,9,8,6,National University,14,Medium
21,Female,5,78,Yes,5,1,5,No,0,5,Low,7,7,7,Public University,6,Low
24,Female,6,86,Yes,7,6,4,No,1,6,Medium,6,9,6,Private University,13,Medium
24,Female,3,67,Yes,6,5,9,No,1,9,Low,8,8,2,Public University,6,Low
23,Male,0,69,No,4,8,7,Yes,5,1,Low,1,5,7,Public University,11,Medium
20,Female,8,89,Yes,9,5,8,No,1,6,Medium,2,9,4,Private University,8,Low
24,Male,4,46,Yes,2,4,9,Yes,2,9,Medium,4,4,3,National University,5,Low
24,Male,4,82,No,8,9,6,No,0,11,Low,5,8,6,Public University,20,Medium
19,Male,0,56,Yes,1,3,9,No,2,7,Low,3,2,5,Private University,7,Low
21,Female,8,44,Yes,8,4,4,No,3,7,Low,4,3,3,National University,18,Medium
19,Female,2,56,No,3,3,8,Yes,6,9,Medium,6,7,4,Private University,8,Low
19,Male,8,78,No,6,5,7,No,6,7,Medium,3,3,3,Private University,17,Medium
22,Female,9,80,No,5,1,4,No,4,5,High,5,8,4,National University,7,Low
19,Male,9,79,No,3,1,6,Yes,7,2,Medium,1,8,7,National University,4,Low
20,Male,7,44,Yes,8,1,7,Yes,5,4,High,9,9,2,Public University,2,Low
22,Female,7,76,Yes,4,8,8,Yes,4,10,Low,8,1,6,Public University,21,High
19,Female,5,87,No,3,1,5,Yes,3,11,High,2,3,1,Public University,9,Low
20,Female,6,41,Yes,9,5,9,Yes,5,1,Medium,3,8,3,National University,4,Low
21,Female,5,65,Yes,8,1,8,No,5,9,Medium,2,3,4,Public University,16,Medium
24,Male,2,48,No,4,1,6,Yes,7,3,Low,1,2,5,Public University,10,Low
19,Female,8,70,Yes,4,6,9,No,6,8,Medium,6,2,8,National University,21,High
23,Male,3,75,No,6,6,8,Yes,0,10,Medium,9,9,4,Private University,7,Low
21,Female,3,85,No,8,8,8,Yes,4,6,High,7,5,1,Private University,12,Medium
21,Female,5,69,No,8,6,9,Yes,1,9,Medium,8,6,2,Private University,9,Low
23,Male,6,41,No,8,6,8,Yes,2,11,Medium,6,7,2,National University,12,Medium
20,Male,0,44,No,3,4,5,Yes,2,11,Low,7,7,8,Public University,14,Medium
20,Male,8,91,Yes,2,5,6,No,0,1,Low,7,5,2,Public University,-1,Low
21,Female,4,70,Yes,5,8,7,No,6,6,Medium,6,6,7,Public University,19,Medium
21,Female,9,46,No,9,6,4,No,4,2,Medium,6,9,4,Public University,12,Medium
19,Female,6,50,No,6,9,6,No,5,2,High,7,4,2,Private University,14,Medium
19,Female,6,55,No,7,1,9,Yes,1,7,Low,7,4,6,Public University,7,Low
24,Female,6,57,No,9,9,5,Yes,6,3,Low,9,7,7,National University,20,Medium
20,Male,6,81,No,2,7,5,Yes,3,3,Low,5,1,9,Private University,16,Medium
22,Male,5,59,No,4,6,8,Yes,4,5,High,7,4,9,Public University,14,Medium
21,Male,1,51,Yes,4,2,6,No,1,8,Medium,2,8,4,Public University,5,Low
21,Male,2,86,Yes,2,7,8,Yes,2,8,Low,1,6,5,National University,8,Low
21,Male,6,90,No,5,4,6,Yes,2,1,Low,7,8,6,Private University,2,Low
23,Male,6,88,No,2,6,6,Yes,1,4,Low,1,7,5,National University,3,Low
19,Female,8,48,No,3,5,6,Yes,2,1,Low,9,9,7,National University,1,Low
20,Female,2,74,No,5,6,4,Yes,1,11,Medium,5,7,1,Public University,11,Medium
20,Female,1,42,Yes,2,5,6,Yes,4,6,Low,6,3,4,Public University,10,Low
21,Male,4,82,No,2,2,7,No,6,7,Low,2,3,1,National University,8,Low
22,Female,0,92,No,1,5,7,Yes,3,9,High,4,8,7,National University,8,Low
22,Female,2,60,Yes,6,2,5,Yes,4,11,High,6,5,1,Private University,12,Medium
20,Female,7,46,Yes,9,1,6,Yes,5,4,Low,5,6,7,Public University,12,Medium
24,Female,0,55,Yes,4,9,6,Yes,4,10,Medium,9,1,9,Private University,27,High
24,Female,2,95,No,2,2,4,Yes,2,7,Medium,9,2,6,Public University,11,Medium
21,Female,6,86,No,7,2,6,No,0,7,Medium,3,5,6,Public University,11,Medium
23,Female,2,45,Yes,7,1,4,Yes,5,2,Medium,4,5,2,Public University,6,Low
19,Female,2,42,No,2,5,9,No,4,7,Medium,7,8,7,Private University,8,Low
19,Female,0,58,Yes,5,5,6,Yes,4,1,Medium,6,6,5,Private University,6,Low
20,Female,9,43,No,2,6,5,No,2,2,Medium,7,8,6,Private University,5,Low
24,Female,3,47,No,3,5,5,Yes,1,2,Low,1,4,1,Public University,1,Low
21,Male,0,87,Yes,9,4,4,No,0,8,Medium,2,1,3,Public University,19,Medium
21,Female,0,87,Yes,6,1,6,No,4,2,High,2,1,2,Public University,8,Low
23,Male,0,86,No,9,4,4,No,3,11,Low,9,2,8,Public University,29,High
22,Female,0,92,No,3,5,5,No,1,4,Medium,3,9,9,Private University,8,Low
19,Male,9,89,Yes,4,3,9,Yes,7,1,Medium,1,4,3,Private University,3,Low
22,Female,7,44,Yes,3,9,7,No,0,4,Low,3,5,2,National University,6,Low
19,Female,6,62,No,7,6,4,Yes,2,6,Low,4,9,2,Private University,8,Low
21,Male,8,66,No,4,8,9,No,1,4,Low,6,8,6,National University,6,Low
22,Male,8,72,No,7,3,8,No,7,3,Low,4,8,8,Public University,12,Medium
21,Male,5,58,No,6,7,7,Yes,6,10,High,6,8,5,Private University,17,Medium
22,Male,7,93,No,4,4,6,Yes,5,11,Low,8,7,2,Public University,11,Medium
22,Female,4,67,No,9,4,6,No,7,6,Medium,5,7,3,Private University,16,Medium
23,Male,0,54,No,3,4,9,No,0,5,High,9,9,5,Public University,-1,Low
20,Female,4,85,No,6,5,4,Yes,6,7,High,6,7,5,National University,16,Medium
23,Male,0,88,No,1,6,5,No,4,7,Low,9,6,8,Public University,15,Medium
24,Female,4,63,No,1,6,5,No,5,1,Low,6,6,5,National University,7,Low
21,Male,3,84,No,3,4,7,Yes,6,10,Low,4,2,5,Public University,17,Medium
23,Female,7,63,No,3,5,8,No,3,3,High,8,6,2,Public University,2,Low
23,Male,6,46,No,9,8,9,Yes,4,7,High,7,7,2,National University,12,Medium
20,Female,1,77,No,3,7,5,Yes,7,11,Medium,9,7,9,National University,23,High
19,Female,7,86,Yes,5,2,4,Yes,6,3,High,9,1,1,Public University,10,Low
23,Male,5,82,No,4,2,6,Yes,1,11,Medium,8,8,1,National University,3,Low
22,Female,0,77,Yes,7,9,6,No,6,7,Low,2,3,1,Public University,21,High
19,Male,9,72,Yes,8,2,4,No,0,9,Low,8,2,6,Private University,19,Medium
23,Male,3,58,Yes,9,2,9,Yes,6,3,Medium,5,3,5,Public University,11,Medium
22,Female,9,69,Yes,8,4,7,Yes,2,7,High,5,4,7,Public University,15,Medium
24,Female,6,40,Yes,4,4,9,No,3,10,Medium,8,2,6,Public University,16,Medium
23,Male,0,82,Yes,6,9,6,No,0,8,Medium,8,2,4,Private University,19,Medium
19,Female,4,40,No,5,2,8,Yes,7,9,Medium,8,4,9,Public University,18,Medium
21,Male,1,74,No,3,8,4,No,0,1,Low,5,3,3,Private University,8,Low
22,Male,2,53,Yes,3,6,4,Yes,5,6,Low,3,3,1,Private University,12,Medium
23,Male,9,70,Yes,8,7,8,No,2,11,Medium,2,4,1,Public University,17,Medium
